Movie Name,Storyline
Haunt Season,"A masked maniac targets cast members at a suburban Halloween haunt attraction, turning their staged injuries into gruesome real-life horrors. As the terror escalates, the lines between performance and reality blur."
Mechanic Rocky,A mechanic uncovers a sinister plot during a feud with local gangsters over ownership of his father's garage in this twisty Telugu-language action drama.
Finding Tony,"When a depressed, widowed NBA star loses everything, he reluctantly begins coaching a junior college women's basketball team, where he meets an orphaned basketball phenom who will change his life forever."
Who Am I,"In one apartment, nine human conditions experience a contained life as they make the world their own."
Dukaan,"A girl who becomes a surrogate mother, becoming the relief for couples with issues."
Malta,"Mariana wants to go far away, far from Bogota, far from her family, but above all away from herself. Malta is a place where to start. Before she gets there she will have to delve in other territories."
Grave of the Fireflies,"Centers on the struggle of two orphaned Japanese children, 14 year-old Seita and his four year-old sister Setsuko, during World War II."
The Divine Sarah Bernhardt,"Sarah Bernhardt, dubbed ""La Divine,"" became the first global celebrity. The actress broke social conventions through her bold character and dramatic performances."
Nicola,"Nicola, an Argentinian baker, is divorced and living with his ex and their three children in Samaipata, Bolivia. At a critical moment, he decides to come to terms with his sexuality and ""come out of the closet"" to family and friends."
Onegin,"Evgeniy Onegin lives in grand style: balls, receptions, theater premieres and other entertainment that the capital can offer a young man. But social life has long tired him, so he perceives the news of the illness of his uncle living in the village as an opportunity to escape from the disgusting world. However, having reached the estate, Onegin learns about the death of a relative, which, however, does not upset Evgeniy too much. His financial affairs are very sad, and his uncle is rich and has no other heirs. Onegin locks himself in the estate, shuns his neighbors, who very soon begin to call him an eccentric among themselves. Evgeniy lives in aimless solitude until the owner, who has returned from abroad, appears at the neighboring estate - a young, enthusiastic Lenskiy, not yet satiated with life, who introduces Evgeniy to the sisters Tatyana and Olga Larin."
From Ground Zero,"From Ground Zero is a collection of 22 short films made in Gaza. Initiated by Palestinian director Rashid Masharawi, the project was born to give a voice to 22 Gazan filmmakers to tell the untold stories of the current war on film."
Una terapia di gruppo,No storyline available
Married,"Two strangers meet through a ride-sharing app and find themselves sharing more than what's expected. Both having problems with their respective marital lives, they find comfort in each other's company."
Kara Cin Laneti,No storyline available
The Lady of the Lake,"A grief-stricken Native American woman investigates the legend of the Lady of the Lake, determined to unravel its mysteries after her brother's tragic demise."
Nova & Alice,Nova and Alice are two contrasting artists who are reluctantly forced to go on a joint tour by their manager. The clash is inevitable - both musically and personally.
A Very Special Terrifier Christmas,"Fight off a killer winter and settle in by the fire with Art the Clown. Chestnuts are roasting, terror is toasting, and the screams create the perfect jolly ambient tone to relax to in this fireside special."
Light,"After crash-landing in an escape pod on a dark and misty planet, a mother is hunted by an alien creature which is drawn to the lights she must use to find her missing son."
Temurun,"As they try to come to terms with the loss they have experienced, will Dewi and Sena be able to face the mystery of the legacy passed down from their extended family?"
Regarding Us,"Fired from her teaching job at a Catholic school, a transgender woman contemplates suicide until she meets a young girl with two fathers, and they have a profound impact on each other's lives."
Return to the Ring,A former martial artist faces a moral dilemma from his past as his career winds down. A group grapples with having to choose between conflicting desires.
Kahar: Kapla High Council,"Set in 2005, Kahar, a socially invisible man, volunteers for Pilihanraya to protect his friend. Initially noble, his actions lead him down a path of malevolence and tyranny, risking his family's legacy."
Ravens,The dark fantasy love story of legendary Japanese photographer Masahisa Fukase and his wife Yoko.
The Greatest Ever,"A powerful and heartwarming story about the unbreakable bond between two sisters. Get ready to laugh, cry, and cheer them on."
Fox & Hare Save the Forest,"It centers on the adventures of Fox and Hare, best friends who are surrounded by a bunch who have become like family. One day, they find out that Owl has gone missing, and they embark on a journey to find him."
Shadow of Vengeance,An Ex Navy Seal is pushed to the brink when the man who murdered his mother is released early from prison and his niece is beaten within an inch of her life.
Appuram,"A teenager battles fear, societal taboos, and gender bias while honouring a promise to her mother in this poignant coming-of-age story."
The Midway Point,"Jake, a high schooler on the autistic spectrum, feels disillusioned with the world. When he meets Alice, he begins to experience the world in other ways. Little does Jake know, Alice may have more in common with him than he could imagine."
A Gangster's Kiss,"When actor Jack is cast in a new 'gangster film,' he asks his life-long friend Danny to shadow 'the family' in hilarious and deadly circumstances."
Bangkok Dog,The story focuses on an American agent sent to a dangerous undercover mission in Thailand to dismantle a sadistic crime lord.
Black Storm,"After reporting criminal leader Wei Tianlang, Gu Dahe's disappearance and his sister's suspicious death triggers Lei Yang, the criminal investigation unit captain, to step in and uncover the truth."
Ballot,A teacher pays an increasingly steep price for defending the democratic process of the election.
